start,end,speaker,text,predicted
105.98909375,106.29284375,b'SPEAKER_00',マイク!,アンジュ・カトリーナ
106.44471875,106.57971875,b'SPEAKER_00',,
106.61346875,106.88346875,b'SPEAKER_00',,
109.16159375,110.22471875,b'SPEAKER_01',セバスよりの,アンジュ・カトリーナ
111.05159375,114.00471875,b'SPEAKER_01',朝の配信でたまにサービスしてる時のとこじゃん,アンジュ・カトリーナ
119.92784375,125.95221875,b'SPEAKER_01',わかんなかったここの肝ダメージはいたもんね一人用のやつはいたいたちっちゃいホラーハウスでいたやつねあれ?,アンジュ・カトリーナ
121.71659375,122.44221875,b'SPEAKER_00',,
126.55971875,127.50471875,b'SPEAKER_01',これじゃない? 挑戦,アンジュ・カトリーナ
128.36534375,131.82471875000002,b'SPEAKER_01',あ、もう1枚だ!私3枚貰ったから,アンジュ・カトリーナ
128.95596875,130.84596875,b'SPEAKER_00',1枚だ,アンジュ・カトリーナ
132.51659375,134.00159375,b'SPEAKER_01',キスピンに1枚ずつ回そうや,アンジュ・カトリーナ
134.45721875,136.58346875,b'SPEAKER_01',あーなるほど、そういう意図で3だったのかな?,アンジュ・カトリーナ
136.80284375000002,137.42721875,b'SPEAKER_01',どうぞ,アンジュ・カトリーナ
138.00096875,138.28784375,b'SPEAKER_01',ほい,戌亥とこ
140.07659375,140.70096875000002,b'SPEAKER_01',以上,アンジュ・カトリーナ
141.35909375,142.23659375,b'SPEAKER_01',行ってみてよか,アンジュ・カトリーナ
142.55721875,143.21534375000002,b'SPEAKER_01',どうぞどうぞ,戌亥とこ
143.99159375000002,147.72096875,b'SPEAKER_01',1等金2等青ここなんか奥にね書いてあるわ,アンジュ・カトリーナ
149.17221875,150.79221875000002,b'SPEAKER_01',あーなんか前あった気がする,戌亥とこ
151.04534375,153.86346875,b'SPEAKER_01',あ、チュールとかそういうのやってたね,アンジュ・カトリーナ
152.47971875000002,153.81284375,b'SPEAKER_00',そういえばやってたね,戌亥とこ
154.21784375,157.50846875000002,b'SPEAKER_01',あったあった、猫がね、めっちゃ喜ぶんだよねこういうのでもさ、なんか,アンジュ・カトリーナ
156.07409375,156.25971875000002,b'SPEAKER_00',,
158.47034375,160.27596875,b'SPEAKER_01',3等ぐらいのやつ欲しいときに,戌亥とこ
160.54596875,163.51596875,b'SPEAKER_01',3等…いや確かにウチは欲しいな行くぞ!,アンジュ・カトリーナ
164.08971875,164.84909375,b'SPEAKER_01',にーな,戌亥とこ
166.51971875,166.82346875000002,b'SPEAKER_01',にっ,戌亥とこ
166.97534375,169.11846875,b'SPEAKER_01',左下のレバーを下げて回転スタート,アンジュ・カトリーナ
167.83596875,167.95409375,b'SPEAKER_02',ご視聴ありがとうございました,戌亥とこ
168.10596875000002,168.15659375,b'SPEAKER_02',,
169.87784375,171.68346875,b'SPEAKER_01',ピロピロキャンディこれか!いくよ!,戌亥とこ
171.90284375000002,173.03346875,b'SPEAKER_01',ぽい!,戌亥とこ
173.60721875000002,176.83034375,b'SPEAKER_01',お!回ってる回ってる!回ってる回ってる!レバーを上げて回転ストップ!,アンジュ・カトリーナ
174.38346875000002,175.61534375000002,b'SPEAKER_00',,
176.94846875000002,177.15096875,b'SPEAKER_01',ご視聴ありがとうございました,アンジュ・カトリーナ
177.42096875,178.51784375,b'SPEAKER_01',いくよ!あげるよ!来い!,アンジュ・カトリーナ
178.58534375000002,179.02409375000002,b'SPEAKER_01',ほい!,アンジュ・カトリーナ
179.73284375,184.96409375,b'SPEAKER_01',一等じゃね!?一等じゃん!え、嘘!?ヨーチェル!ヨーチェルだー!,アンジュ・カトリーナ
180.34034375,180.89721875,b'SPEAKER_00',じゃね!?,アンジュ・カトリーナ
183.86721875,184.62659375,b'SPEAKER_00',違う!,アンジュ・カトリーナ
184.62659375,184.69409375,b'SPEAKER_02',,
185.92596875,189.03096875,b'SPEAKER_01',おめでとうって書いてある!すげー!ねえ、ほんとおめでとうって書いてある,アンジュ・カトリーナ
187.20846875,188.15346875,b'SPEAKER_00',はい、お疲れ様でした。,アンジュ・カトリーナ
188.15346875,188.28846875,b'SPEAKER_02',ご視聴ありがとうございました!,戌亥とこ
188.28846875,188.32221875,b'SPEAKER_00',,
190.21221875,191.89971875,b'SPEAKER_01',やるね!やったー!,リゼ・ヘルエスタ
192.20346875,192.81096875,b'SPEAKER_02',ねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっねっね,リゼ・ヘルエスタ
193.19909375,194.76846875,b'SPEAKER_01',そこまで入ってあかんから,アンジュ・カトリーナ
194.78534375,197.28284375,b'SPEAKER_01', detectorは ramp catsらは同時にほ attended,アンジュ・カトリーナ
195.89909375,195.93284375,b'SPEAKER_02',,
196.03409375,196.70909375,b'SPEAKER_00',近くで,アンジュ・カトリーナ
198.12659375,199.39221875,b'SPEAKER_01',じゃあほなやるか,アンジュ・カトリーナ
199.74659375,200.82659375,b'SPEAKER_01',お、行くんだよ,アンジュ・カトリーナ
201.01221875,202.66596875,b'SPEAKER_01',あ、嫌って言われたあ、これいいのか,戌亥とこ
203.29034375,207.49221875,b'SPEAKER_01',注線するからさぁ何が出るかなうちはもう可愛い可愛くない?,アンジュ・カトリーナ
204.18471875,205.23096875,b'SPEAKER_00',何が出る?,アンジュ・カトリーナ
207.81284375,208.33596875,b'SPEAKER_01',こうか,戌亥とこ
208.63971875,216.97596875,b'SPEAKER_01',レバーで回るとなんも覚えてないなんでなんでなんでなんかえ?なんでなんでおー効果力者なんでなんでなんで,アンジュ・カトリーナ
208.87596875000003,209.77034375,b'SPEAKER_00',えぇえぇえ、なに?,アンジュ・カトリーナ
211.40721875000003,213.51659375000003,b'SPEAKER_00',え?え?え?,アンジュ・カトリーナ
213.78659375,216.90846875000005,b'SPEAKER_00',なんでなんでなんで,アンジュ・カトリーナ
217.58346875,220.03034375,b'SPEAKER_01',ジュさんの辛いの映った?なんで殺してる?,アンジュ・カトリーナ
223.11846875,223.55721875,b'SPEAKER_01',でも…,アンジュ・カトリーナ
224.04659375000003,225.98721875,b'SPEAKER_01',普通にくれた、燃やしたらくれた,アンジュ・カトリーナ
228.65346875,231.04971875,b'SPEAKER_01',うちわたったんだねかわいい,アンジュ・カトリーナ
229.83471875,229.96971875000003,b'SPEAKER_02',,
229.96971875000003,230.20596875,b'SPEAKER_00',,
231.94409375,238.98096875,b'SPEAKER_01',激圧演出だったんかな?そういうこと、激圧かっこ物理みたいなことこっちかこっちみたいな,アンジュ・カトリーナ
233.36159375000005,234.32346875,b'SPEAKER_00',そういうこと!,アンジュ・カトリーナ
239.30159375,243.53721875,b'SPEAKER_01',あ、出てないような。ペルペルキャンディ可愛いなぁ。可愛いよな。全部可愛い、正直。確かに、参加外れ。,アンジュ・カトリーナ
239.31846875,241.84971875,b'SPEAKER_00',あ、出てないようなペルペルキャンディ可愛いなぁ可愛いよな,アンジュ・カトリーナ
242.27159375,242.84534375,b'SPEAKER_00',はい、正直,戌亥とこ
242.84534375,242.89596875,b'SPEAKER_02',,
242.89596875,242.92971875,b'SPEAKER_00',,
244.97159375,245.81534375,b'SPEAKER_01',頑張れ頑張れ,戌亥とこ
246.42284375000003,247.89096875,b'SPEAKER_01',おじさん、おじさん,戌亥とこ
246.64221875,246.74346875,b'SPEAKER_02',ご視聴ありがとうございました!,戌亥とこ
248.39721875,249.51096875,b'SPEAKER_01',さあ何が出るかな,戌亥とこ
249.84846875,250.99596875,b'SPEAKER_01',左のレバー,戌亥とこ
252.00846875,252.61596875,b'SPEAKER_01',それそれ,戌亥とこ
252.07596875,252.39659375,b'SPEAKER_02',,
254.03346875000005,254.15159375,b'SPEAKER_01',ご視聴ありがとうございました,戌亥とこ
254.67471875,255.83909375,b'SPEAKER_01',持ってる持ってる,アンジュ・カトリーナ
254.99534375,255.43409375,b'SPEAKER_02',,
257.12159375,257.42534375,b'SPEAKER_01',ほい,戌亥とこ
258.70784375,262.20096875,b'SPEAKER_01',あ!お揃いだ!お揃いや!そうなると家はいいなぁ,アンジュ・カトリーナ
261.10409375,261.12096875000003,b'SPEAKER_02',ご視聴ありがとうございました,戌亥とこ
261.12096875000003,261.76221875000005,b'SPEAKER_00',やったー!,アンジュ・カトリーナ
261.76221875000005,261.77909375,b'SPEAKER_02',ご視聴ありがとうございました,戌亥とこ
262.31909375000004,262.45409375,b'SPEAKER_01',ご視聴ありがとうございました!,戌亥とこ
263.24721875,263.26409375000003,b'SPEAKER_00',ご視聴ありがとうございました,リゼ・ヘルエスタ
263.26409375000003,265.00221875,b'SPEAKER_01',でもそれも確かにそう,アンジュ・カトリーナ
264.12471875,264.32721875000004,b'SPEAKER_00',,
264.32721875000004,264.46221875000003,b'SPEAKER_02',ご視聴ありがとうございました!,アンジュ・カトリーナ
266.28471875,269.99721875,b'SPEAKER_01',そうなってくると、そうなってくると私も家を欲しい,アンジュ・カトリーナ
266.62221875,270.90846875,b'SPEAKER_02',そうなってくると、ちょっと私の家は欲しい。,アンジュ・カトリーナ
279.26159375000003,281.38784375,b'SPEAKER_02',ノータイムで愛積しに行く,アンジュ・カトリーナ
279.48096875000005,281.35409375,b'SPEAKER_00',ノータイムで愛石しに行く,アンジュ・カトリーナ
284.32409375000003,285.35346875,b'SPEAKER_02',おーつかれそう,アンジュ・カトリーナ
291.17534375,294.85409375,b'SPEAKER_01',何を考えているんだろうなりんさんこの瞬間にあ動いた,アンジュ・カトリーナ
291.27659375,292.47471875,b'SPEAKER_02',何を書くのか,アンジュ・カトリーナ
295.64721875000004,298.60034375000004,b'SPEAKER_01',あ、投げてきた丼に投げてくるの,アンジュ・カトリーナ
295.84971875,296.30534375,b'SPEAKER_00',投げてきた,アンジュ・カトリーナ
297.63846875,298.53284375000004,b'SPEAKER_00',食べ物を投げて,アンジュ・カトリーナ
300.50721875,302.71784375000004,b'SPEAKER_01',りんさん、私も、私も,アンジュ・カトリーナ
303.84846875,304.40534375000004,b'SPEAKER_01',だめだよ,アンジュ・カトリーナ
305.02971875000003,305.78909375,b'SPEAKER_01',私も,アンジュ・カトリーナ
308.38784375,309.82221875000005,b'SPEAKER_01',いやでもどういう絵面?,アンジュ・カトリーナ
310.49721875,314.37846875,b'SPEAKER_01',あ、これいるこれいる。いや、そのあげ方は、ハトにあげる感じなんよ。,アンジュ・カトリーナ
310.63221875,310.68284375,b'SPEAKER_00',,
310.68284375,310.69971875000005,b'SPEAKER_02',,
310.69971875000005,311.35784375000003,b'SPEAKER_00',くれるくれる,アンジュ・カトリーナ
315.17159375,316.89284375,b'SPEAKER_01',パパパパってあら参ってはる,アンジュ・カトリーナ
315.98159375,316.65659375,b'SPEAKER_02',まいてはる,アンジュ・カトリーナ
317.93909375000004,318.36096875000004,b'SPEAKER_01',今,アンジュ・カトリーナ
318.41159375,318.51284375,b'SPEAKER_01',,
318.51284375,318.98534375,b'SPEAKER_02',www,アンジュ・カトリーナ
322.66409375,326.66346875,b'SPEAKER_01',ねすごいね、まったくどうやってるのか本当に検討つかん,アンジュ・カトリーナ
326.96721875000003,327.00096875,b'SPEAKER_02',,
327.00096875,333.76784375,b'SPEAKER_00',あれ?オムライスカーが無くなってる!そんなチームキャンさんが無くなってる!オムライスカーが!オムライスカーが!,アンジュ・カトリーナ
328.85721875,328.92471875,b'SPEAKER_01',,
328.92471875,328.97534375000004,b'SPEAKER_02',,
328.97534375000004,329.21159375,b'SPEAKER_01',サブタイトル・ギター・コメントをお届けします。,アンジュ・カトリーナ
329.21159375,329.26221875000005,b'SPEAKER_02',,
329.26221875000005,329.41409375,b'SPEAKER_01',お,アンジュ・カトリーナ
329.41409375,329.43096875000003,b'SPEAKER_02',ご視聴ありがとうございました,リゼ・ヘルエスタ
329.43096875000003,329.75159375000004,b'SPEAKER_01',ご視聴ありがとうございました!,アンジュ・カトリーナ
329.75159375000004,329.83596875,b'SPEAKER_02',,
329.83596875,333.73409375,b'SPEAKER_01',やったやった!オムライスカーが!オムライスカーが!オムライスカー!,アンジュ・カトリーナ
334.20659375,336.63659375000003,b'SPEAKER_00',おもろいすぎるさんない!そんなことない!あったはずチェ…,アンジュ・カトリーナ
335.26971875000004,337.29471875,b'SPEAKER_01',そんなことない!あったはず地図には!あれ?,アンジュ・カトリーナ
337.71659375,343.15034375000005,b'SPEAKER_01',移設してるとかじゃなくて!何?横も知らないのある?え、でもさっきもうオムライス持ってたやん,アンジュ・カトリーナ
337.78409375,339.04971875,b'SPEAKER_00',移設してるとかじゃなくて,アンジュ・カトリーナ
339.43784375,341.04096875000005,b'SPEAKER_00',なに横も知らないのある,アンジュ・カトリーナ
343.70721875000004,344.26409375000003,b'SPEAKER_01',ほってた!,アンジュ・カトリーナ
345.58034375,348.75284375,b'SPEAKER_01',今じゃできてるからちょっと車だから イノリもできるんじゃないかオムライスカーどこ?,アンジュ・カトリーナ
345.73221875,346.12034375,b'SPEAKER_00',,
346.12034375,347.26784375,b'SPEAKER_02',,
347.26784375,347.40284375000005,b'SPEAKER_00',いらっしゃいませ,戌亥とこ
351.11534375,352.65096875,b'SPEAKER_01',まあそんなこと言ったら,戌亥とこ
351.36846875000003,352.43159375000005,b'SPEAKER_00',そんなことない,アンジュ・カトリーナ
353.07284375,353.49471875,b'SPEAKER_01',ノロッ,戌亥とこ
355.48596875000004,357.93284375,b'SPEAKER_01',このカードのまさか!このフォルム!,アンジュ・カトリーナ
358.45596875,359.36721875,b'SPEAKER_01',もしかして?,戌亥とこ
360.75096875,361.59471875,b'SPEAKER_01',ナンバーガー,アンジュ・カトリーナ
362.74221875,362.75909375,b'SPEAKER_01',ご視聴ありがとうございました,リゼ・ヘルエスタ
362.75909375,362.79284375,b'SPEAKER_02',,
362.79284375,362.82659375,b'SPEAKER_00',,
362.82659375,366.03284375,b'SPEAKER_01',マイクローナンバーだ!,アンジュ・カトリーナ
362.89409375,364.39596875,b'SPEAKER_00',前顔なんだ!,アンジュ・カトリーナ
366.57284375,368.44596875,b'SPEAKER_01',やったー!,アンジュ・カトリーナ
369.25596875,370.30221875,b'SPEAKER_01',よかったなぁ,アンジュ・カトリーナ
372.07409375,376.98471875,b'SPEAKER_01',やっぱ人気店やったんや人気やから今回こっちには来たんやわだってもう、イートインスペースあるもん,アンジュ・カトリーナ
373.76159375,375.71909375,b'SPEAKER_00',やっと出会えた!,アンジュ・カトリーナ
377.3222187500001,377.72721875,b'SPEAKER_01',なぁ,アンジュ・カトリーナ
378.80721875,383.46471875,b'SPEAKER_01',ちゃんと何番あるかイベントに合わせてこっちに来たんやきっと出張できるんや,アンジュ・カトリーナ
379.27971875,380.3090937500001,b'SPEAKER_00',なんかあれだ,戌亥とこ
381.59159375,382.01346875,b'SPEAKER_00',ねっ,アンジュ・カトリーナ
382.01346875,382.65471875,b'SPEAKER_02',前顔なのに,戌亥とこ
382.65471875,382.97534375,b'SPEAKER_00',ん,戌亥とこ
382.97534375,383.07659375,b'SPEAKER_02',,
383.07659375,383.09346875,b'SPEAKER_00',,
384.20721875,387.76784375,b'SPEAKER_01',うちケチャップソースがいいんだよなとりあえず一通り取ってみた,アンジュ・カトリーナ
388.44284375,389.48909375000005,b'SPEAKER_01',いい子しんぼうさん,戌亥とこ
390.14721875,392.74596875,b'SPEAKER_01',一通り 好きやからな,アンジュ・カトリーナ
395.22659375,396.62721875,b'SPEAKER_01',あ、ホワイト撮れてないな,戌亥とこ
399.96846875,405.23346875,b'SPEAKER_01',なるほどね上が食歯毒施設かな施設?施設かな,アンジュ・カトリーナ
400.44096875,400.50846875,b'SPEAKER_00',,
400.50846875,400.76159375,b'SPEAKER_02',,
400.76159375,401.52096875,b'SPEAKER_00',,
403.0228437500001,404.99721875,b'SPEAKER_02',ししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししししし,アンジュ・カトリーナ
406.09409375,409.7728437500001,b'SPEAKER_01',わぁいいお部屋!宿泊しちゃったからなやめろ!,アンジュ・カトリーナ
406.95471875,407.6972187500001,b'SPEAKER_02',おへぇや!,アンジュ・カトリーナ
409.04721875,409.68846875,b'SPEAKER_00',やめろ!,アンジュ・カトリーナ
411.9159687500001,416.64096875,b'SPEAKER_01',いいやーえ、これ関東か?ここが?宿泊支出中?,アンジュ・カトリーナ
412.48971875,412.54034375,b'SPEAKER_00',,
417.4003437500001,423.96471875,b'SPEAKER_01',殴れるようになったら知らないよあとで蓄積ダメージが出る待って!wwwなぁ!やめて!,アンジュ・カトリーナ
421.18034375,421.90596875,b'SPEAKER_00',うっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっう,アンジュ・カトリーナ
422.61471875,423.52596875,b'SPEAKER_00', County,アンジュ・カトリーナ
423.52596875,423.54284375,b'SPEAKER_02',ご視聴ありがとうございました,リゼ・ヘルエスタ
423.54284375,423.55971875,b'SPEAKER_00',ご視聴ありがとうございました,アンジュ・カトリーナ
423.55971875,424.03221875,b'SPEAKER_02',,
423.96471875,423.99846875,b'SPEAKER_00',,
423.99846875,424.13346875,b'SPEAKER_01',ご視聴ありがとうございました!,戌亥とこ
424.13346875,424.23471875,b'SPEAKER_00',,
426.52971875,430.0228437500001,b'SPEAKER_00',動いちゃった,アンジュ・カトリーナ
430.0228437500001,430.95096875,b'SPEAKER_01',やっこいいねーやばい,アンジュ・カトリーナ
430.95096875,430.96784375,b'SPEAKER_00',ご視聴ありがとうございました,リゼ・ヘルエスタ
430.96784375,431.20409375,b'SPEAKER_01',,
431.20409375,431.45721875,b'SPEAKER_00',,
431.45721875,431.54159375,b'SPEAKER_01',字幕視聴ありがとうございました!,戌亥とこ
431.54159375,431.98034375,b'SPEAKER_00',wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,アンジュ・カトリーナ
434.10659375,436.08096875,b'SPEAKER_01',すごいベクトルで消えてくる,アンジュ・カトリーナ
436.75596875,438.89909375,b'SPEAKER_01',化粧水とかじゃん鏡,アンジュ・カトリーナ
439.06784375,440.40096875,b'SPEAKER_01',あーだねこれね,アンジュ・カトリーナ
440.41784375,443.05034375,b'SPEAKER_01',そうか、ちょうだいか。え、すごい!ふすまだ、これ。,アンジュ・カトリーナ
440.51909375,441.9028437500001,b'SPEAKER_00',そうか、兄弟か!,アンジュ・カトリーナ
446.32409375,448.75409375,b'SPEAKER_01',まあ、全部巡るのは多分,アンジュ・カトリーナ
449.41221875,451.1503437500001,b'SPEAKER_01',無理とは思う,戌亥とこ
449.9184687500001,450.03659375,b'SPEAKER_00',,
450.03659375,450.3403437500001,b'SPEAKER_02',,
450.3403437500001,450.35721875,b'SPEAKER_00',ご視聴ありがとうございました!,戌亥とこ
451.26846875,453.17534375,b'SPEAKER_01',でも、魚市場かここは,戌亥とこ
453.78284375,455.48721875,b'SPEAKER_01',おー!,戌亥とこ
456.53346875000005,457.59659375,b'SPEAKER_02',うおー!,戌亥とこ
458.47409375,460.65096875,b'SPEAKER_01',魚だけにウォーってね,アンジュ・カトリーナ
465.32534375,467.90721875,b'SPEAKER_00',あぁあって言うねんwww,アンジュ・カトリーナ
467.9915937500001,469.78034375,b'SPEAKER_00',あはは、ビデオ,アンジュ・カトリーナ
470.86034375,476.26034375,b'SPEAKER_00',私の歯をそんなに使わないで!うるせー!なんだよ!,アンジュ・カトリーナ
472.04159375,472.76721875,b'SPEAKER_01',,
473.0540937500001,473.59409375,b'SPEAKER_01',www,アンジュ・カトリーナ
475.6528437500001,476.24346875,b'SPEAKER_01', discussion,戌亥とこ
476.26034375,476.51346875,b'SPEAKER_01',,
479.51721875,481.71096875,b'SPEAKER_01',はーとか言われるより辛いタイプの,アンジュ・カトリーナ
479.88846875,481.54221875,b'SPEAKER_00',とか言われるより辛いタイプ,戌亥とこ
481.54221875,481.62659375,b'SPEAKER_02',,
482.38596875,484.64721875,b'SPEAKER_01',2022年だっつーのによ,アンジュ・カトリーナ
482.62221875000006,483.2465937500001,b'SPEAKER_00',,
489.06846875,493.84409375,b'SPEAKER_01',とーちゃんが反抗機にやっちゃったって言っちゃうのと?怒っちゃった,アンジュ・カトリーナ
489.16971875,489.9628437500001,b'SPEAKER_02',おばあちゃんが反応,アンジュ・カトリーナ
494.08034375000005,496.18971875000005,b'SPEAKER_01',めっちゃサコのいる,アンジュ・カトリーナ
495.16034375,495.22784375,b'SPEAKER_02',,
496.18971875000005,496.34159375,b'SPEAKER_02',ご視聴ありがとうございました!,戌亥とこ
498.7884687500001,502.24784375,b'SPEAKER_01',もしかして、あれ?遠近法令でかく見えるだけじゃない?誰かおる!,アンジュ・カトリーナ
504.13784375000006,505.87596875,b'SPEAKER_01',誰かもいる!本当だ!,アンジュ・カトリーナ
504.77909375,505.38659375,b'SPEAKER_02',もう、いろいろと…,アンジュ・カトリーナ
506.65221875,507.2259687500001,b'SPEAKER_02',本日もお会いしましょう!,戌亥とこ
508.0697187500001,511.91721875,b'SPEAKER_01',足終わったんじゃないか?ミリオさんたちお疲れ様でした,アンジュ・カトリーナ
510.07784375000006,511.66409375,b'SPEAKER_02',おーおーおー,アンジュ・カトリーナ
